181.81836, 2.517e-18, 
181.81953, 2.516e-18, 
181.82070, 2.513e-18, 
181.82187, 2.510e-18, 
181.82303, 2.507e-18, 
181.82420, 2.502e-18, 
181.82537, 2.498e-18, 
181.82654, 2.493e-18, 
181.82771, 2.490e-18, 
181.82887, 2.487e-18, 
181.83004, 2.484e-18, 
181.83121, 2.480e-18, 
181.83237, 2.476e-18, 
181.83315, 2.473e-18, 
181.83393, 2.471e-18, 
181.83510, 2.465e-18, 
181.83627, 2.461e-18, 
181.83744, 2.455e-18, 
181.83861, 2.449e-18, 
181.83978, 2.443e-18, 
181.84095, 2.436e-18, 
181.84213, 2.427e-18, 
181.84330, 2.419e-18, 
181.84447, 2.412e-18, 
181.84564, 2.404e-18, 
181.84681, 2.397e-18, 
181.84799, 2.391e-18, 
181.84916, 2.384e-18, 
181.85033, 2.378e-18, 
181.85150, 2.369e-18, 
181.85267, 2.360e-18, 
181.85384, 2.351e-18, 
181.85501, 2.341e-18, 
181.85618, 2.330e-18, 
181.85735, 2.320e-18, 
181.85853, 2.311e-18, 
181.85970, 2.305e-18, 
181.86087, 2.302e-18, 
181.86204, 2.302e-18, 
181.86321, 2.307e-18, 
181.86438, 2.314e-18, 
181.86555, 2.323e-18, 
181.86672, 2.333e-18, 
181.86789, 2.345e-18, 
181.86907, 2.357e-18, 
181.87023, 2.366e-18, 
181.87140, 2.373e-18, 
181.87257, 2.378e-18, 
181.87375, 2.381e-18, 
181.87492, 2.381e-18, 
181.87609, 2.378e-18, 
181.87726, 2.373e-18, 
181.87843, 2.366e-18, 
181.87960, 2.359e-18, 
181.88077, 2.348e-18, 
181.88194, 2.339e-18, 
181.88311, 2.330e-18, 
181.88428, 2.320e-18, 
181.88545, 2.313e-18, 
181.88662, 2.304e-18, 
181.88779, 2.295e-18, 
181.88896, 2.287e-18, 
181.89013, 2.280e-18, 
181.89130, 2.273e-18, 
181.89247, 2.265e-18, 
181.89364, 2.259e-18, 
181.89481, 2.253e-18, 
181.89598, 2.249e-18, 
181.89715, 2.244e-18, 
181.89832, 2.241e-18, 
181.89949, 2.240e-18, 
181.90066, 2.237e-18, 
181.90183, 2.236e-18, 
181.90299, 2.234e-18, 
181.90417, 2.231e-18, 
181.90533, 2.225e-18, 
181.90651, 2.219e-18, 
181.90767, 2.210e-18, 
181.90884, 2.200e-18, 
