238.09545, 3.619e-20, 
238.09583, 3.641e-20, 
238.09621, 3.662e-20, 
238.09659, 3.658e-20, 
238.09696, 3.649e-20, 
238.09735, 3.618e-20, 
238.09773, 3.593e-20, 
238.09810, 3.570e-20, 
238.09848, 3.566e-20, 
238.09886, 3.569e-20, 
238.09923, 3.578e-20, 
238.09961, 3.566e-20, 
238.09999, 3.542e-20, 
238.10037, 3.498e-20, 
238.10075, 3.474e-20, 
238.10113, 3.464e-20, 
238.10151, 3.487e-20, 
238.10189, 3.505e-20, 
238.10227, 3.517e-20, 
238.10265, 3.496e-20, 
238.10302, 3.473e-20, 
238.10340, 3.455e-20, 
238.10378, 3.458e-20, 
238.10416, 3.468e-20, 
238.10454, 3.477e-20, 
238.10492, 3.456e-20, 
238.10530, 3.403e-20, 
238.10568, 3.335e-20, 
238.10605, 3.292e-20, 
238.10643, 3.295e-20, 
238.10681, 3.329e-20, 
238.10719, 3.375e-20, 
238.10757, 3.403e-20, 
238.10794, 3.427e-20, 
238.10832, 3.428e-20, 
238.10870, 3.430e-20, 
238.10908, 3.422e-20, 
238.10946, 3.428e-20, 
238.10984, 3.447e-20, 
238.11022, 3.492e-20, 
238.11060, 3.541e-20, 
238.11098, 3.572e-20, 
238.11136, 3.556e-20, 
238.11173, 3.499e-20, 
238.11211, 3.434e-20, 
238.11249, 3.406e-20, 
238.11286, 3.416e-20, 
238.11324, 3.449e-20, 
238.11362, 3.474e-20, 
238.11400, 3.492e-20, 
238.11438, 3.501e-20, 
238.11476, 3.502e-20, 
238.11514, 3.489e-20, 
238.11552, 3.471e-20, 
238.11590, 3.456e-20, 
238.11627, 3.453e-20, 
238.11665, 3.456e-20, 
238.11703, 3.459e-20, 
238.11741, 3.468e-20, 
238.11779, 3.468e-20, 
238.11817, 3.456e-20, 
238.11855, 3.406e-20, 
238.11892, 3.350e-20, 
238.11931, 3.305e-20, 
238.11969, 3.316e-20, 
238.12006, 3.376e-20, 
238.12044, 3.456e-20, 
238.12082, 3.496e-20, 
238.12119, 3.486e-20, 
238.12157, 3.465e-20, 
238.12195, 3.483e-20, 
238.12233, 3.513e-20, 
238.12271, 3.505e-20, 
238.12309, 3.443e-20, 
238.12347, 3.376e-20, 
238.12385, 3.367e-20, 
238.12423, 3.403e-20, 
238.12460, 3.449e-20, 
238.12498, 3.458e-20, 
238.12536, 3.449e-20, 
238.12574, 3.443e-20, 
238.12612, 3.450e-20, 
238.12650, 3.446e-20, 
238.12687, 3.433e-20, 
238.12725, 3.404e-20, 
238.12763, 3.388e-20, 
238.12801, 3.376e-20, 
238.12839, 3.391e-20, 
238.12877, 3.421e-20, 
238.12914, 3.449e-20, 
238.12952, 3.461e-20, 
238.12990, 3.452e-20, 
238.13028, 3.446e-20, 
238.13066, 3.447e-20, 
238.13104, 3.477e-20, 
238.13142, 3.505e-20, 
238.13179, 3.526e-20, 
238.13218, 3.507e-20, 
238.13255, 3.465e-20, 
238.13293, 3.413e-20, 
238.13331, 3.385e-20, 
238.13369, 3.388e-20, 
238.13407, 3.412e-20, 
238.13445, 3.427e-20, 
238.13483, 3.410e-20, 
238.13520, 3.372e-20, 
238.13558, 3.359e-20, 
238.13596, 3.387e-20, 
238.13634, 3.452e-20, 
238.13671, 3.490e-20, 
238.13709, 3.486e-20, 
238.13747, 3.436e-20, 
238.13785, 3.379e-20, 
238.13823, 3.329e-20, 
238.13861, 3.296e-20, 
238.13899, 3.273e-20, 
238.13937, 3.267e-20, 
238.13974, 3.265e-20, 
238.14012, 3.283e-20, 
238.14050, 3.321e-20, 
238.14088, 3.363e-20, 
238.14126, 3.387e-20, 
238.14164, 3.363e-20, 
238.14202, 3.320e-20, 
238.14239, 3.287e-20, 
238.14277, 3.305e-20, 
238.14315, 3.369e-20, 
238.14353, 3.444e-20, 
238.14391, 3.487e-20, 
238.14428, 3.474e-20, 
238.14466, 3.418e-20, 
238.14504, 3.350e-20, 
238.14542, 3.298e-20, 
238.14580, 3.271e-20, 
238.14618, 3.268e-20, 
238.14655, 3.279e-20, 
238.14693, 3.293e-20, 
238.14731, 3.305e-20, 
238.14769, 3.313e-20, 
238.14807, 3.327e-20, 
238.14845, 3.333e-20, 
238.14883, 3.342e-20, 
238.14921, 3.330e-20, 
238.14959, 3.336e-20, 
238.14996, 3.336e-20, 
238.15034, 3.350e-20, 
238.15072, 3.332e-20, 
238.15110, 3.316e-20, 
238.15148, 3.271e-20, 
238.15186, 3.230e-20, 
238.15224, 3.175e-20, 
238.15262, 3.142e-20, 
238.15299, 3.139e-20, 
238.15337, 3.182e-20, 
238.15375, 3.230e-20, 
238.15412, 3.244e-20, 
238.15450, 3.203e-20, 
238.15488, 3.145e-20, 
238.15526, 3.111e-20, 
238.15564, 3.120e-20, 
238.15602, 3.142e-20, 
238.15640, 3.161e-20, 
238.15678, 3.175e-20, 
238.15716, 3.193e-20, 
238.15753, 3.206e-20, 
238.15791, 3.197e-20, 
238.15829, 3.178e-20, 
238.15867, 3.170e-20, 
238.15905, 3.207e-20, 
238.15942, 3.264e-20, 
238.15980, 3.302e-20, 
238.16018, 3.302e-20, 
238.16056, 3.289e-20, 
238.16094, 3.307e-20, 
238.16132, 3.327e-20, 
238.16170, 3.330e-20, 
238.16208, 3.280e-20, 
238.16246, 3.243e-20, 
238.16283, 3.241e-20, 
238.16321, 3.267e-20, 
238.16359, 3.261e-20, 
238.16397, 3.233e-20, 
238.16435, 3.209e-20, 
238.16473, 3.216e-20, 
238.16511, 3.231e-20, 
238.16549, 3.252e-20, 
238.16586, 3.286e-20, 
238.16624, 3.335e-20, 
238.16662, 3.367e-20, 
238.16699, 3.357e-20, 
238.16737, 3.324e-20, 
238.16775, 3.258e-20, 
238.16813, 3.210e-20, 
238.16851, 3.161e-20, 
238.16889, 3.157e-20, 
238.16927, 3.159e-20, 
238.16965, 3.184e-20, 
238.17002, 3.204e-20, 
238.17040, 3.212e-20, 
238.17078, 3.200e-20, 
238.17116, 3.176e-20, 
238.17154, 3.191e-20, 
238.17192, 3.233e-20, 
238.17229, 3.304e-20, 
238.17267, 3.351e-20, 
238.17305, 3.382e-20, 
238.17343, 3.359e-20, 
238.17381, 3.301e-20, 
238.17419, 3.204e-20, 
238.17457, 3.124e-20, 
238.17495, 3.096e-20, 
238.17532, 3.105e-20, 
238.17570, 3.151e-20, 
238.17608, 3.178e-20, 
238.17646, 3.215e-20, 
238.17684, 3.225e-20, 
238.17721, 3.236e-20, 
238.17759, 3.219e-20, 
238.17798, 3.176e-20, 
238.17835, 3.139e-20, 
238.17873, 3.133e-20, 
238.17911, 3.182e-20, 
238.17949, 3.240e-20, 
238.17987, 3.292e-20, 
238.18025, 3.323e-20, 
238.18062, 3.339e-20, 
238.18100, 3.321e-20, 
238.18137, 3.292e-20, 
238.18175, 3.296e-20, 
238.18213, 3.353e-20, 
238.18251, 3.407e-20, 
238.18289, 3.424e-20, 
238.18327, 3.399e-20, 
238.18364, 3.393e-20, 
238.18402, 3.387e-20, 
238.18440, 3.381e-20, 
238.18478, 3.353e-20, 
238.18516, 3.333e-20, 
238.18553, 3.357e-20, 
238.18591, 3.406e-20, 
238.18629, 3.470e-20, 
238.18667, 3.481e-20, 
238.18705, 3.473e-20, 
238.18742, 3.440e-20, 
238.18780, 3.436e-20, 
238.18818, 3.412e-20, 
238.18856, 3.363e-20, 
238.18894, 3.274e-20, 
238.18932, 3.203e-20, 
238.18969, 3.184e-20, 
238.19007, 3.210e-20, 
238.19045, 3.264e-20, 
238.19083, 3.292e-20, 
238.19121, 3.308e-20, 
238.19158, 3.290e-20, 
238.19196, 3.271e-20, 
238.19234, 3.231e-20, 
238.19272, 3.188e-20, 
238.19310, 3.139e-20, 
238.19347, 3.102e-20, 
238.19385, 3.095e-20, 
238.19423, 3.117e-20, 
238.19460, 3.166e-20, 
238.19499, 3.193e-20, 
238.19537, 3.191e-20, 
238.19574, 3.164e-20, 
238.19612, 3.151e-20, 
238.19649, 3.144e-20, 
238.19687, 3.121e-20, 
238.19725, 3.062e-20, 
238.19763, 2.996e-20, 
238.19801, 2.959e-20, 
238.19839, 2.984e-20, 
238.19876, 3.061e-20, 
238.19914, 3.164e-20, 
238.19952, 3.273e-20, 
238.19990, 3.348e-20, 
238.20028, 3.385e-20, 
238.20065, 3.378e-20, 
238.20103, 3.369e-20, 
238.20141, 3.363e-20, 
238.20179, 3.347e-20, 
238.20217, 3.302e-20, 
238.20254, 3.241e-20, 
238.20292, 3.199e-20, 
238.20330, 3.184e-20, 
238.20368, 3.200e-20, 
238.20406, 3.228e-20, 
238.20444, 3.252e-20, 
238.20481, 3.270e-20, 
238.20519, 3.298e-20, 
238.20557, 3.333e-20, 
238.20595, 3.335e-20, 
238.20633, 3.276e-20, 
238.20670, 3.196e-20, 
238.20708, 3.153e-20, 
238.20746, 3.176e-20, 
238.20784, 3.225e-20, 
238.20822, 3.280e-20, 
238.20859, 3.295e-20, 
238.20897, 3.274e-20, 
238.20935, 3.209e-20, 
238.20973, 3.156e-20, 
238.21011, 3.138e-20, 
238.21048, 3.147e-20, 
238.21086, 3.148e-20, 
238.21124, 3.136e-20, 
238.21162, 3.129e-20, 
238.21200, 3.136e-20, 
